id,name,popularity,type,is_local,explicit,duration_ms,disc_number,track_number,artist_id,artist_name,album_artist_id,album_artist_name,album_id,album_name,album_release_date,album_tracks,album_type
5TawnxjFjcnC9qrTa4TcwD,Gözlerimin Etrafındaki Çizgiler,52,track,False,False,386101,1,5,74xBVPWYoSf5pvo5IkePRO,Şebnem Ferah,74xBVPWYoSf5pvo5IkePRO,Şebnem Ferah,3MDxgydU3TztIAnA3Lcb44,Kelimeler Yetse,2003,10,album
5y8BpcvQ7PKbcShMgyXfEO,Duymak İstiyorum,50,track,False,False,221760,1,5,66vIaZFb8okZH0npc4eQ5q,emre aydın,66vIaZFb8okZH0npc4eQ5q,emre aydın,21K6UuGOQNqLYaCa1GtrOz,Kağıt Evler,2010-11-01,10,album
7d6a6iCrDMiE7ECgawQTsT,Beni Hatırladın mı,60,track,False,False,243227,1,3,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,4qXaWD5xkR2Ch9gGLdyaxb,Tuz Buz,2017-11-13,13,album
7qpsBYyn5eTk5rHl5ppWW5,Nehirler Durmaz,48,track,False,False,232307,1,1,4Bdqzh78prwuqwInMb555P,Pinhani,4Bdqzh78prwuqwInMb555P,Pinhani,52AEhR89otvpWMf2Y4CNvL,Kediköy,2015,13,album
4xBx2GkcjASQl3DNNVdeuC,We Could Be the Same,48,track,False,False,228310,1,7,7rEIUw67hRTgievwuKQGSj,maNga,7rEIUw67hRTgievwuKQGSj,maNga,1Cxeztp1Vrp1j8Oinq3YGo,e-akustik,2012,15,album
5Xs9ausy71jYfKSBHjO3t0,Olmazsan Olmaz,54,track,False,False,173726,1,2,7yiJcbeab3PFoFhxtNDujs,Güliz Ayla,7yiJcbeab3PFoFhxtNDujs,Güliz Ayla,4j6JrIJFSDO85NMTRXfzKm,Güliz Ayla,2015-10-02,9,album
62Nuh1xuZf6Nbn3dSYLYS1,Yine Yazı Bekleriz,58,track,False,False,285805,1,5,4EJYpvhyY4gO4rjEeitXLa,TNK,4EJYpvhyY4gO4rjEeitXLa,TNK,6PQ9g29Ak5uMDBVArJlAgg,Söyle Ruhum,2010,10,album
3YBIUbbamN9fz65tXN9V1C,Hiç Kimsenin Günahı Yok,68,track,False,False,187764,1,1,1hWfWJvstJQPgjZ2vDFY0P,Sufle,1hWfWJvstJQPgjZ2vDFY0P,Sufle,5oK4v69ORQO2XJGgW8YKcG,Hiç Kimsenin Günahı Yok,2020-11-27,1,album
1egJnLSc3QgJeRnqrYbi1D,Çürüsün Gelinliğim,40,track,False,False,245420,1,9,23xJQJM7peht77DF6YNEoq,Model,23xJQJM7peht77DF6YNEoq,Model,1Z6QLsfqXdU78LQWIP9akr,Diğer Masallar,2011-02-16,12,album
4TPDtuazf64oXjPBSsKwSi,Kül - Demli Versiyon,43,track,False,False,312626,1,3,7MZj0XxqxlCZPj6JsMQq0Z,Feridun Düzağaç,7MZj0XxqxlCZPj6JsMQq0Z,Feridun Düzağaç,66LJadVvZYz8EjKP73Y6Uu,Başka,2015-11-06,10,album
16wVY2lWuqBjjPrpTa6KSN,Dünyanın En Güzel Kızı,66,track,False,False,217687,1,1,4otJVkrLLqDF8OxFJOigme,Mavi Gri,4otJVkrLLqDF8OxFJOigme,Mavi Gri,1YQAyudXp8VWtwrC9Rl7jx,Dünyanın En Güzel Kızı,2021-12-17,1,album
1gLCVATJt0IT6aRuqZvrKt,Beyaz Skandalım,73,track,False,False,215488,1,8,4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,2sXpdxb6xQ1t3lOX072al6,Ağır Roman,2018-11-07,10,album
6q84P3vV3zkvoe3nU9Hffk,Sen Diyorum,46,track,False,False,237372,1,6,1dsKaRPU3HFSdlNyMmH5QI,Fatma Turgut,1dsKaRPU3HFSdlNyMmH5QI,Fatma Turgut,5GanBvPa4Yk2YYeviQ1ai9,Elimde Dünya,2019-05-17,10,album
1l66x5r6uxt5xfbX8qPZbW,Sonsuz,51,track,False,False,344223,1,11,1Xz8iP9Dvl5uI88iraOhs7,Pentagram,1Xz8iP9Dvl5uI88iraOhs7,Pentagram,2QgBmH8UJWnIKR2EeUeiUf,Akustik,2017-03-03,11,album
1g1mBDIqjn7oyujLrotN4S,Masum Değiliz,46,track,False,False,367600,1,10,74xBVPWYoSf5pvo5IkePRO,Şebnem Ferah,0LyfQWJT6nXafLPZqxe9Of,Various Artists,0zWslU53xF45BKdSoyiqdQ,Güldünya,2008-11-13,14,album
5tkMbrXiWy9Lz0s02kGoYK,Öyle Güzel Ki,44,track,False,False,284933,1,2,4uGB0nZ5d1iCXS3sHR3pzm,Gökhan Türkmen,4uGB0nZ5d1iCXS3sHR3pzm,Gökhan Türkmen,0eaYD253K6FisUYv7JNsXm,Sessiz,2016-10-21,14,album
6iS1JW0wYPk5ZrM3ZxULrI,Acıyor,59,track,False,False,209053,1,1,4i4ALRtQQmFxn3BCIB6iC0,Göksel,4i4ALRtQQmFxn3BCIB6iC0,Göksel,4iyO8Qvw2nQ5ahi6xDGu9u,Bende Bi' Aşk Var,2012-01-09,10,album
07Af1vF3LFqNrmLC1Yzs0L,Olsun,67,track,False,False,287927,1,3,4W31XN2JH8mC54NkHdh04s,Sertab Erener,4W31XN2JH8mC54NkHdh04s,Sertab Erener,3qjJSkiP1bfqi8eqj4g6jI,Kırık Kalpler Albümü,2016-06-03,11,album
4woZfmvm62iVA6yehZxLuT,Sözlerimi Geri Alamam,50,track,False,False,214425,4,6,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,3RBv7xzNiNq3UUha9y5guu,130 Bpm Quartet,2014,37,album
0wr0JTOlgZVYccny0GlL4T,Son Defa,59,track,False,False,233573,1,9,66vIaZFb8okZH0npc4eQ5q,emre aydın,66vIaZFb8okZH0npc4eQ5q,emre aydın,21K6UuGOQNqLYaCa1GtrOz,Kağıt Evler,2010-11-01,10,album
4bZKZwWyw6QdgdLBO72idG,Ne Günler,46,track,False,False,261399,1,5,27XMnTLvCO7t3qGlQyTMkF,Ajda Pekkan,27XMnTLvCO7t3qGlQyTMkF,Ajda Pekkan,28ufsg7KXqAYzhQ30cM1oc,1990,1990-02-14,13,album
2XICLqBfH8o2Q2piceksGR,Lal,48,track,False,False,217469,1,6,4W31XN2JH8mC54NkHdh04s,Sertab Erener,4W31XN2JH8mC54NkHdh04s,Sertab Erener,2dg0lMD1zWdJZyC01kMLDR,Lâ'l,1994-10-14,10,album
4DIgXpNk216oU44hPmyxy6,Rüyamda Buluttum,68,track,False,False,206998,1,1,3vJJGsSAF5zQegZo5sJEh6,Can Bonomo,3vJJGsSAF5zQegZo5sJEh6,Can Bonomo,6GuB5ytaOBqaiK4dFXc86C,Rüyamda Buluttum / Acı Kiraz,2021-08-13,2,album
1Xb5nakKpz6DqZNnV9YEos,Pırlanta,50,track,False,False,222800,1,1,1PpRPZXSS5ka7m5NW2TO7q,Nil Karaibrahimgil,1PpRPZXSS5ka7m5NW2TO7q,Nil Karaibrahimgil,6rO6n6JZaKIE2VcjtmzBx6,Tek Taşımı Kendim Aldım,2006-05-19,12,album
4xBx2GkcjASQl3DNNVdeuC,We Could Be the Same,48,track,False,False,228310,1,7,7rEIUw67hRTgievwuKQGSj,maNga,7rEIUw67hRTgievwuKQGSj,maNga,1Cxeztp1Vrp1j8Oinq3YGo,e-akustik,2012,15,album
56g62QRl9wNTJRn5idyMsp,Kim Ne Derse Desin,58,track,False,False,162168,1,1,27XMnTLvCO7t3qGlQyTMkF,Ajda Pekkan,27XMnTLvCO7t3qGlQyTMkF,Ajda Pekkan,2eA3WqWygYyZHvPwCooVHa,Kim Ne Derse Desin,2014-01-20,2,album
6dDHqJjTWOmWaAutbEpiwT,Şanıma İnanma,64,track,False,False,235773,1,9,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,1smWtLb75FHp95xJgBA5sa,Bahane,2005-02-10,16,album
5pbFyTdwtJVmZB5LXmccX4,Dibine Kadar,75,track,False,False,228506,1,1,6RTC1abMgBC7Krg6qJQHJh,Duman,6RTC1abMgBC7Krg6qJQHJh,Duman,0DKrLdv42DlBsGZQYMKU8C,Duman 1,2010-07-06,10,album
6cuY5QInTNCCKKlVWw7Vng,Dağılmak İstiyorum,61,track,False,False,208274,3,1,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,6xLv41SHPrVVfvyGd1M7ut,Ozan Doğulu,3RBv7xzNiNq3UUha9y5guu,130 Bpm Quartet,2014,37,album
1cTC5VwGKyYJiRZtof8JJE,Rum Havası,55,track,False,False,267756,1,11,6g7GF7BLC41JTHJwgB4wQW,Funda Arar,6g7GF7BLC41JTHJwgB4wQW,Funda Arar,6r5MuTF7KpBiFFobsisp3R,Aşk Hikayesi,2017-03-24,13,album
5EwuEwhtKAmWFMm8cVuM9W,Umrumda Değil,56,track,False,False,265306,1,7,51YBtWvwOP37hIGmnxf4yC,Candan Erçetin,51YBtWvwOP37hIGmnxf4yC,Candan Erçetin,74AVHglh2PuM7GnNkjy4XM,Hazırım,1996-07-11,12,album
5wA2wORyr8uptmOnFIdUTN,Erkek Güzeli,55,track,False,False,249733,1,1,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,64d1rUxfizSAOE9UbMnUZd,Sezen Aksu,2N3RrO6YG7il9u8obsN8Xu,Erkek Güzeli,2020-11-06,1,album
2WNatzsqUZwJM6MJsFlYh7,For Real,39,track,False,False,181893,1,1,1Hy8tdpH9ygqoohumHZqVl,Athena,1Hy8tdpH9ygqoohumHZqVl,Athena,1n1oi02UhRxWDZ7gXbsGNa,For Real,2004-05-12,2,album
649HpAJEsVk2VuCadjunXu,Karabiberim,64,track,False,False,227933,1,9,7BJjzi0JHyDHAsmVe21dGa,Serdar Ortaç,7BJjzi0JHyDHAsmVe21dGa,Serdar Ortaç,2AxeSCEWl4sOpGpLkimikA,Aşk İçin,1994-08-17,12,album
5ASPN2zuOrR7lBGJuWW0ai,Kendime Yeni Bir Ben Lazım,46,track,False,False,186773,1,1,4W31XN2JH8mC54NkHdh04s,Sertab Erener,4W31XN2JH8mC54NkHdh04s,Sertab Erener,7bUTEjqToGJTtt4Hbgho2u,Yeni,2001-12-24,5,album
1jWXlhsOpwVGXtYUcI96tV,Arıyorum,77,track,False,False,193805,1,1,1AM52XHXnWAEqnQwpxTLWm,EDIS,1AM52XHXnWAEqnQwpxTLWm,EDIS,13SQLlpjrblc3zRrdBvr7E,Arıyorum,2021-09-17,1,album
42dGY4IwZrLvDsQeObtqHO,Annelere Ninni,44,track,False,False,137960,1,1,1PpRPZXSS5ka7m5NW2TO7q,Nil Karaibrahimgil,1PpRPZXSS5ka7m5NW2TO7q,Nil Karaibrahimgil,5z5tzRnMValFL7SYJaHfhN,Annelere Ninni,2017-05-12,1,album
4sHXQXhYMLmm4OoHK54jrq,Kalbimdeki Deniz,46,track,False,False,195094,1,1,78WaEUeSjw3KIq1YVb4ROk,Incesaz,78WaEUeSjw3KIq1YVb4ROk,Incesaz,44VLKFj9Y7wRFhYo4wpecT,Kalbimdeki Deniz,2009-02-04,14,album
2spFiQwdO24fzTDpw5zFL9,Anlatma Sakın,36,track,False,False,217040,1,5,51YBtWvwOP37hIGmnxf4yC,Candan Erçetin,51YBtWvwOP37hIGmnxf4yC,Candan Erçetin,0Kyhk3dz01NiaU4zENAggi,Neden,2002-04-17,12,album
2o3PN1904YpoQYjAHuLK2n,Öp,58,track,False,False,227186,1,5,2yMN0IP20GOaN6q0p0zL5k,Tarkan,2yMN0IP20GOaN6q0p0zL5k,Tarkan,07WMV8iIHfOabKs2ztS8m3,Adımı Kalbine Yaz,2010-07-12,13,album
3O4ZBGHzCAOeH9wavrhK23,ne deve ne kush,51,track,False,True,159180,1,1,7pUjWNH0hKYpRzWDdNLzAi,Büyük Ev Ablukada,7pUjWNH0hKYpRzWDdNLzAi,Büyük Ev Ablukada,6NcOxONOIoct6Ot6QTGZqu,ne deve ne kush,2019-07-26,1,album
6zMh9TiCp2qCwqj1ImfkF3,One By One,52,track,False,False,246260,1,1,0ZRQKFaYGEtbLc8NbyICoe,Deeperise,0ZRQKFaYGEtbLc8NbyICoe,Deeperise,1fd4sEl0UdkZbRIS3mXwgL,One By One,2018-02-16,1,album
5SYkeNpjhJPFUMOP5TK8iw,Bi Sonraki Hayatımda Gel,58,track,False,False,167350,1,8,2y1VzMKAa5nmfXKtJL9jnj,Murda,2y1VzMKAa5nmfXKtJL9jnj,Murda,6YAnmcTG1SWdNCGpuLdCUM,Made In Turkey,2020-08-28,9,album
2rBEn4RvWMIy5yRrTM1nKh,Bugün Içicem,52,track,False,False,201230,1,1,1dvuibBCx9TnbCKIdOEF4l,Sedef Sebüktekin,1dvuibBCx9TnbCKIdOEF4l,Sedef Sebüktekin,4oBhXhPUqTxDVoEjFSoobN,Bugün Içicem,2017-06-22,1,album
14Bw31VNlw08fsNZgvNb6H,Mendilimde Kırmızım Var,50,track,False,False,362408,1,4,1dpqJqIuNqideTvmxBsSku,Mabel Matiz,1dpqJqIuNqideTvmxBsSku,Mabel Matiz,77lgNgqEBd2qBIzk7DcHA3,Maya,2018-06-20,23,album
33WMIcXCJD4zUhlIqKcbu3,Ses Etme,50,track,False,False,325095,1,6,1Hy8tdpH9ygqoohumHZqVl,Athena,1Hy8tdpH9ygqoohumHZqVl,Athena,1gYsVDKuKZG99p14C49Ljc,Altüst,2014-10-11,13,album
4cQSOn9oP0MiM7BgiRngFk,Rüyalarda Buruşmuşum,65,track,False,False,211533,1,7,1g4J8P1JWwanNyyXckRX5W,Adamlar,1g4J8P1JWwanNyyXckRX5W,Adamlar,1A4oBX00tNGOO7k4jC5HEt,Rüyalarda Buruşmuşuz,2016-10-27,9,album
0HLLXulya71QkF53jef2U3,Kovdum,46,track,False,False,225777,1,9,2crPPfVdmrxn5yUHLQVqOI,Ceylan Ertem,2crPPfVdmrxn5yUHLQVqOI,Ceylan Ertem,65EiAgaKd4j8WYMMIGYlpv,Yine De Amin,2017-02-10,12,album
5OUFrtI1lliaz2ys2niiBa,Ara,54,track,False,False,182771,1,1,1dvuibBCx9TnbCKIdOEF4l,Sedef Sebüktekin,1dvuibBCx9TnbCKIdOEF4l,Sedef Sebüktekin,0kS3ztiMsbDuJ4vUWpBSUJ,Ara,2019-06-14,1,album
5e9UF7aybrpDps5ckQwKwG,Ateş Edecek Misin?,56,track,False,False,283693,1,5,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,5AfpXWHgis6PKoKYc7U3Zs,Evdekilere Selam,2013-09-17,10,album
5LPgor25Umb3jZgvTXvBeh,Sen Benim Şarkılarımsın,67,track,False,False,212062,1,1,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,3f23SYsnwfSUw5K5l0Pqep,Sen Benim Şarkılarımsın,2018-08-09,1,album
1aps2DXkuLsoaB2KfZmScc,Bende Bir Problem Var - Akustik,50,track,False,False,246785,1,6,4TdvNk4wmn5DgBFiLDeCj0,Deniz Tekin,4TdvNk4wmn5DgBFiLDeCj0,Deniz Tekin,7IyrFYIIJanXekwxhH2bmx,Kozakuluçka,2017-04-07,9,album
1JzWdmqLRpqu2x6mfmxKjU,We Could Be The Same - Istanbul,66,track,False,False,183136,1,2,7rEIUw67hRTgievwuKQGSj,maNga,7rEIUw67hRTgievwuKQGSj,maNga,5JBOWYaxcyNzWuq3PewTMk,We Could Be The Same,2010-04-16,5,album
331L2mzSnATjKw0dI6JGXv,Ankara'yla Bozuşuruz,68,track,False,False,164005,1,1,1lMEWvvUlwzQ5OKB4w1HTn,Perdenin Ardındakiler,1lMEWvvUlwzQ5OKB4w1HTn,Perdenin Ardındakiler,0CaMAI9c85pt5gR2UO8lyg,Ankara'yla Bozuşuruz,2019-05-07,1,album
2Nw7SJPxBMbkQdTVPatSgR,Bikinisinde Astronomi (Bonus Trek),65,track,False,False,181930,1,7,4q2SZIdLq6YTc9cZLCclWc,Son Feci Bisiklet,4q2SZIdLq6YTc9cZLCclWc,Son Feci Bisiklet,0xf8Fop940B7lQoODf6Ccv,Son Feci EP,2014-02-04,7,album
4ajGA8mtD6R2JylEbRLp5n,Bu Havada Gidilmez,66,track,False,False,229587,1,4,6p4UYgBKfV1XMDvD9KrtTv,Manuş Baba,0LyfQWJT6nXafLPZqxe9Of,Various Artists,0cHmPmxWjzFSTGHkfb9bi1,Ve Nazan Öncel Şarkıları,2018-08-17,14,album
2tcTksk6qFbYSaZogGmgfO,Zalım,51,track,False,False,268207,1,1,2crPPfVdmrxn5yUHLQVqOI,Ceylan Ertem,2crPPfVdmrxn5yUHLQVqOI,Ceylan Ertem,6ZjZWh6klPnRyaFgfMEIdC,Zalım,2017-12-11,1,album
4Skl6l2rkC3afgKidF7ENc,Zaman,48,track,False,False,275568,1,1,1sJ90imre0sj4Kj4a8xyXp,Ekin Beril,1sJ90imre0sj4Kj4a8xyXp,Ekin Beril,4A8HY4KbdQJLx5p9KVhppj,Zaman,2018-07-27,4,album
3kyGlb9iNqhKJsS2WVNyzH,Demet Akalın,59,track,False,True,213841,1,8,2kS0jWMkkFBL0mrl0VotD0,Ben Fero,2kS0jWMkkFBL0mrl0VotD0,Ben Fero,2UZHAm0SqN4Ae4PR6GHCRx,ORMAN KANUNLARI,2019-02-20,10,album
3wqn1wVyrMLLZk4VhNZjwe,Sevsem,44,track,False,False,172235,1,1,3nF0yXDatdq9xV279nEs5X,Kahraman Deniz,3nF0yXDatdq9xV279nEs5X,Kahraman Deniz,1cfl3n7uHNMQ7rOBDe65W3,Sevsem,2017-09-13,1,album
7zn6VQuPR6aCLPRcZAA89R,Ölsem Yeridir,66,track,False,False,232133,1,1,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,4ktBpVG3DVNAdVBNgv7RH2,Ölsem Yeridir,2019-04-26,1,album
3tcL9cz67ITXQEFDnPTrY4,Garezi Var,61,track,False,False,257000,1,7,3nF0yXDatdq9xV279nEs5X,Kahraman Deniz,3nF0yXDatdq9xV279nEs5X,Kahraman Deniz,4S6McBzBYDwz5ZcJj8ni1z,23,2016-10-14,8,album
4wl2ZAzq2sUfUMPhJnZDpb,Sigara,54,track,False,False,294846,1,1,74xBVPWYoSf5pvo5IkePRO,Şebnem Ferah,74xBVPWYoSf5pvo5IkePRO,Şebnem Ferah,6rlwfpNoCSOjul6ZJyk7wo,Perdeler,2001,10,album
68xnudIZzP49DreYAMlbqZ,Kupa Kızı Ve Sinek Valesi,68,track,False,False,295066,1,3,40KlwpvpKEQtZTJgbml8lT,Teoman,40KlwpvpKEQtZTJgbml8lT,Teoman,2xp00pPd9vCR4X25tOtUUM,Teo,2003-03-05,10,album
2Lj03LI2S0icgeYGUYwCVD,Sesinde Aşk Var,50,track,False,False,256336,1,9,46zuW8tHxwahYn7VNMgYTa,Yalın,46zuW8tHxwahYn7VNMgYTa,Yalın,0MZgdzuP22GNzqRuBxt7LM,Bayıla Bayıla,2016-09-02,11,album
5LPgor25Umb3jZgvTXvBeh,Sen Benim Şarkılarımsın,67,track,False,False,212062,1,1,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,3f23SYsnwfSUw5K5l0Pqep,Sen Benim Şarkılarımsın,2018-08-09,1,album
7vEfL5rjwALu3A3AxYEvbQ,Aldattın Mı,64,track,False,False,203624,1,5,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,0PhqM7UAxtvWYi5j4MwxSl,Dolu Kadehi Ters Tut,6BmJXmxH2awoc988I2GqSG,Polonya'nın Başı Belada,2015-12-16,15,album
0kSXE42CihiQ74IOrXCbO6,Giderdi Hoşuma,67,track,False,False,220530,1,2,4Vr0nv4nM4aqWfj76zDTTp,Yaşlı Amca,4Vr0nv4nM4aqWfj76zDTTp,Yaşlı Amca,5Wuswlf1bgDJQY9KXRDa1p,Akşamüstü,2017-09-01,11,album
0sca1GWjRFxM081N1hrO6N,Bir Beyaz Orkide,63,track,False,False,225080,1,1,6qphxvmoZkBRhPV3Ohb6j2,Cihan Mürtezaoğlu,6qphxvmoZkBRhPV3Ohb6j2,Cihan Mürtezaoğlu,3weMbi8xE1lwKZfwcC1dmR,Bitsin Bu Delilik,2016-09-30,11,album
6cRpcPIf0j3YknltUZQAhc,Sevdiğim Kadın,54,track,False,False,233533,1,12,1bzmtVU7jf2rRZJALkZA3j,Pera,1bzmtVU7jf2rRZJALkZA3j,Pera,1zdyBYsfvjlrEee4nZUnf8,Bir Başka Dünya,2012-12-21,13,album
6Sa2IXbpv1TTpYdBY0dJXH,Love Me Back,58,track,False,False,181745,1,1,3vJJGsSAF5zQegZo5sJEh6,Can Bonomo,3vJJGsSAF5zQegZo5sJEh6,Can Bonomo,1dlSFE406sHIL4XvvsHPXe,Love Me Back,2013-10-07,2,album
0LhY9D21nKtWPlswYQ2mOL,Sen Beni Unutamazsın,60,track,False,False,240476,1,1,66vIaZFb8okZH0npc4eQ5q,emre aydın,66vIaZFb8okZH0npc4eQ5q,emre aydın,7w9nZaIW9ZOkYLLyAYaqwU,Sen Beni Unutamazsın,2016-12-09,1,album
63fjQLjhsxOAJvuud4qdJX,Son Kez,62,track,False,True,295079,1,1,4m53kPdPFJpnF0qcJqfwNB,Rota,4m53kPdPFJpnF0qcJqfwNB,Rota,28clsDnoehh5nn9bVwbDrB,Son Kez,2018-09-18,1,album
41L7iPpN3rtwY5mW5vqPkn,Aşk Durdukça,57,track,False,False,269386,1,1,3SrFQDUN5DXQDZc3kygriW,Yüksek Sadakat,3SrFQDUN5DXQDZc3kygriW,Yüksek Sadakat,62pPnEicYYfFmFAgdKatam,Katil & Maktül,2008,10,album
2nlWKPk6RzV0n9a1OUeTCz,Yitirmeden,56,track,False,False,217106,1,2,4Bdqzh78prwuqwInMb555P,Pinhani,4Bdqzh78prwuqwInMb555P,Pinhani,2BeaiBXtXUKE6lzATZ9YiW,Başka Şeyler,2012-01-31,12,album
7bSfBPCHSg2gyh4brmLme6,Hayir Olamaz,66,track,False,False,204333,1,1,7IgzsWd4tWIn70uh6dAq8d,Seksendört,7IgzsWd4tWIn70uh6dAq8d,Seksendört,5t6JANuspt8XBIFDlbZYYq,Akiyor Zaman,2011-03-03,10,album
2Rkn8OzxSzOoob7ZaoMba6,Beni Boş Yere Yorma,58,track,False,False,259279,1,7,3Z814BstLaKbLqKHXsht8O,Gripin,3Z814BstLaKbLqKHXsht8O,Gripin,7uQrZLKHJ5ODd7IhrIROPm,nasılım biliyor musun?,2017-12-15,10,album
5rLTeYYoLnKbJG76xAvsht,Değmesin Ellerimiz - Akustik,54,track,False,False,268460,1,12,23xJQJM7peht77DF6YNEoq,Model,23xJQJM7peht77DF6YNEoq,Model,1Z6QLsfqXdU78LQWIP9akr,Diğer Masallar,2011-02-16,12,album
4PciKylxArIL0KuWrTjHed,Mutlu Yıllar,59,track,False,False,303000,1,1,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,2AWUCT9xtcvkjpFq1ZgpPj,Cem Adrian,6hi0n8ldzMkuTmLMSKdYVe,Siyah Bir Veda Öpücüğü,2012-09-18,12,album
7GgICPtajvI5qv4jK4WhSZ,Bir Bahar Akşamı,55,track,False,False,238068,1,1,46zuW8tHxwahYn7VNMgYTa,Yalın,46zuW8tHxwahYn7VNMgYTa,Yalın,2U6eOS92ozCTgAXKFmpwWa,Bir Bahar Akşamı,2015-01-28,1,album
5QfhqYAS8wmNnvFuOgLNRs,Bu Son Olsun,72,track,False,False,166000,1,1,1lIbZfJvMQRqzhtCQsg5EI,Cem Karaca,1lIbZfJvMQRqzhtCQsg5EI,Cem Karaca,30oGctq0ESNTuT5zX5SYfp,Bu Son Olsun,2015-03-04,11,album
3565kZKhcwMDL6yKdN5JVR,Sigara,60,track,False,False,311240,1,3,4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,4cMwyqmHCwJjRZ3frIVHTr,Müslüm Gürses,6cv7qScOgpFkNEqXnYAfMW,Yalan Dünya,2010,11,album
14Bw31VNlw08fsNZgvNb6H,Mendilimde Kırmızım Var,50,track,False,False,362408,1,4,1dpqJqIuNqideTvmxBsSku,Mabel Matiz,1dpqJqIuNqideTvmxBsSku,Mabel Matiz,77lgNgqEBd2qBIzk7DcHA3,Maya,2018-06-20,23,album
1T2LczPyS7RxaVImMUhFaO,Ben Ölürsem,39,track,False,False,238099,1,1,1c1HTyuVu61u4LiiLBEZ7e,Ozan Ünlü,1c1HTyuVu61u4LiiLBEZ7e,Ozan Ünlü,3XDBzUYQf2v27Y8Mfc7U0i,Ben Ölürsem,2017-05-05,2,album
3t2QqcZzkHTvjUaULFbe7Q,Bazı Aşklar Yarım Kalmalı,54,track,False,False,212550,1,1,5h2jTdwf4p0dM34aBykPzZ,İrem Derici,5h2jTdwf4p0dM34aBykPzZ,İrem Derici,5MLQrCAFidUuWqUiIPuYJw,Bazı Aşklar Yarım Kalmalı,2017-11-03,1,album
5jYntKRDo21t5sEQHx8OM2,Move On,58,track,False,False,247422,1,1,0ZRQKFaYGEtbLc8NbyICoe,Deeperise,0ZRQKFaYGEtbLc8NbyICoe,Deeperise,4GngckWbcK6cWopdBoWLdg,Move On,2017-06-02,1,album
2VUIJMN2JeX3tsdRt8LKAN,Nasılım Biliyor musun?,55,track,False,False,267933,1,1,3Z814BstLaKbLqKHXsht8O,Gripin,3Z814BstLaKbLqKHXsht8O,Gripin,7uQrZLKHJ5ODd7IhrIROPm,nasılım biliyor musun?,2017-12-15,10,album
6KWnBmoNBrUzYB3njC7wAX,Tam da Şu An,42,track,False,False,222531,1,1,4i4ALRtQQmFxn3BCIB6iC0,Göksel,4i4ALRtQQmFxn3BCIB6iC0,Göksel,4TDkO1PbRyaXNSU6kCJfr3,Tam da Şu An,2017-05-12,1,album
0jPU3upW39CZDchIBBbsJA,Gönül Dağı,50,track,False,False,248387,1,1,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,1afML5pJuVr3ye8TGyYcV2,Neşet Ertaş,0Oy0wtSHD7wzLuVvHtcADb,Gönül Dağı,2018-05-25,1,album
7ouMGV7ScnMUGXKFGAGjXe,Sandal,60,track,False,False,276000,1,4,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,7gobcoscOfsY0nOeqqFzvU,Yüzyüzeyken Konuşuruz,0Erg7yjR99NFQcdh9rYMZU,Akustik Travma,2018-02-23,9,album
0r8slHkzYnRdSMn8eaiFW1,Seviyorsun,52,track,False,False,219112,1,5,08mjMUUjyTchMHCW7evc3R,Hande Yener,08mjMUUjyTchMHCW7evc3R,Hande Yener,6s4H3mG1G9DzVfsMxoJz2Y,"Hepsi Hit, Vol. 1",2016-06-06,10,album
0awjgmoviztbv4tnHUUzUE,Hay Hay,65,track,False,False,218264,1,1,0wCKNMsqYasJBFVagjay49,Hadise,0wCKNMsqYasJBFVagjay49,Hadise,2Ziw3fTldn7Q0HHUFTXYpe,Hay Hay,2021-06-18,1,album
1EPgODCdz5rApl9naW8Q2r,Aşinayız,55,track,False,False,252008,1,1,6dDaXbE1caD65TONToYXYx,Murat Dalkılıç,6dDaXbE1caD65TONToYXYx,Murat Dalkılıç,6UmUa7IWlqh5uNVJNz9Jl0,Aşinayız,2017-08-20,1,album
